Subject,Item.number,Type,Condition,Polarity,Expected_response,PointChange,PointChange.Time,PointChange.X,PointChange.Y,PointChange.Time.Raw,Response,Accuracy,RT,Normalized.positions.X,Normalized.positions.Y,Velocity,Acceleration,Acceleration_Smooth,Acceleration_Smooth.Time,RawTime,LogRatio,MaxDeviation,MaxDeviation.Time,MaxDeviation.Time.Norm,MaxDeviationBorder,MaxDeviationBorder.Time,MaxDeviationBorder.Time.Norm,Median.LogRatio,MaxRatio,MaxLogRatio,MaxRatio.Time,MaxRatio.Time.Norm,AccPeak,AccPeak.Time,AccPeak.Time.Norm,Local.Maxima.Acc,Len.Local.Maxima.Acc,X-flips,Acc-flips,AUC,Delay
0,0,practice,practice0,straight,true,0,0,0,0,0,true,1,915,"0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.0022345009504861056,0.012400411473275866,0.025501549682223162,0.07289921260824077,0.12757230269537434,0.20290384739682127,0.27807599044229403,0.35289577193245397,0.4353774596864622,0.5238101425968564,0.628404475510911,0.7397641502869637,0.7980682423059826,0.8444121763903993,0.8689768105321755,0.8978726952840138,0.9404513944630924,0.9767267369304722,1.0028266607061096,1.0165346438158724,1.0230852129203463,1.0313036267199651,1.0398553857369905,1.0431306702892273,1.0464059548414644,1.0496812393937012,1.0519363533477002,1.0519363533477002,1.0527255313707886,1.0544655262891645,1.0549789674126195,1.0549789674126195,1.056366041471627,1.0580036837477456,1.0631845172189494,1.068330673838678,1.0732436006670332,1.077608409520458,1.0810883993572098,1.083400562324926,1.0850382046010445,1.0854051080618141,1.0854051080618141,1.0870024804458969,1.0887251369385351,1.0903627792146535,1.0925105067898908,1.0957857913421276,1.0983647423445804,1.1001047372629564,1.1006181783864115,1.1006181783864115,1.102005252445419,1.1036428947215373,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309,1.1036607924513309","-0.03446451993936777,-0.034407822019843624,-0.03435112410031948,-0.03429442618079534,-0.034237728261271194,-0.03418103034174705,-0.0341243324222229,-0.03406763450269876,-0.03401093658317462,-0.03395423866365047,-0.03389754074412633,-0.03384084282460218,-0.033784144905078035,-0.0337274469855539,-0.03367074906602975,-0.033614051146505605,-0.03355735322698146,-0.033500655307457314,-0.033443957387933175,-0.03338725946840903,-0.033330561548884884,-0.03327386362936074,-0.03321716570983659,-0.03316046779031245,-0.03310376987078831,-0.03304707195126416,-0.032990374031740016,-0.03293367611221587,-0.027132297184980766,-0.021322066123549817,-0.014382594338448604,-0.005174185173380166,0.008809971218877199,0.025552533337183343,0.055286591744011376,0.08877171598062365,0.15602329439108248,0.22743306650797268,0.30444885225218093,0.3777001346594406,0.4426298833744966,0.5101216214874721,0.5796032542784426,0.654395847347925,0.7314116330921336,0.7680562869388792,0.7959208164233778,0.810151994223938,0.8278048759765456,0.8562672315776662,0.8806468722360029,0.8984358444867033,0.908663216961021,0.9145231137024282,0.9213573726654745,0.9283929083315824,0.9325785488611589,0.9363387636319916,0.9380130198438222,0.9396872760556528,0.9413615322674834,0.9426798374916554,0.9435692861041904,0.9450119597457372,0.9466862159575677,0.9490695151006381,0.951580899418384,0.9560069855548851,0.960592606350915,0.9656153749864068,0.9697375447374611,0.9724058905750661,0.9749747416787714,0.9774861259965173,0.9793479354998371,0.9810221917116677,0.9827925118045051,0.9845536829562942,0.9862279391681248,0.9881629401998306,0.9906743245175766,0.9940637212715472,0.9985109643342224,1.0010034789610562,1.0026777351728868,1.0043519913847174,1.006026247596548,1.0068725246435117,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479,1.0075998654568479","0,0.006196493937065105,0.006196493937065105,0.006196493937064345,0.006196493937065106,0.006196493937065106,0.006196493937065102,0.00619649393706511,0.006196493937064344,0.006196493937065102,0.00619649393706511,0.006196493937065102,0.006196493937065102,0.006196493937064352,0.00619649393706511,0.006196493937065102,0.006196493937065102,0.006196493937065102,0.006196493937064344,0.006196493937065121,0.006196493937065102,0.006196493937065102,0.006196493937065102,0.006196493937064344,0.006196493937065102,0.006196493937065121,0.006196493937065102,0.006196493937065102,0.6340304838508326,0.6349979302110303,0.7584122169509541,1.0063835153080225,1.5283231029789508,1.8297882096509492,3.43430335882389,3.929707807460338,8.991894684690267,9.829082119265243,11.774034243207597,11.471038180746994,10.82677471265376,11.647609127655203,12.291091861123604,14.05292226813199,14.797510881469558,7.526078404606835,5.909923582326697,3.1026467248689142,3.7007026485147008,5.597347872501262,4.776678178495821,3.4519840717816925,1.8691654378451297,0.9605577911390037,1.1681696258616203,1.2102627055599646,0.5808522174078447,0.5449893537428457,0.40201087252497153,0.3069593578947214,0.18297882096509266,0.16791988267676108,0.21356827602889428,0.16735695171712026,0.18297882096509266,0.30137172832955245,0.3276670310706156,0.7447048902981569,0.7533126978752387,0.7678717984700534,0.6561368528675019,0.47926206094454693,0.3777232207903276,0.32766703107060235,0.20738990798457346,0.18297882096509266,0.26059631505895553,0.269244665219469,0.2559572661566845,0.31593892681666547,0.45107017500663343,0.46546342401606233,0.5219143181783419,0.2781254560878666,0.18297882096509266,0.23761654806141638,0.2559572661566845,0.09250997632892557,0.07949079927170964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0,0.0013544249042765257,0.0,-8.303922212872586e-17,8.313401576129284e-17,0.0,-4.739681628351929e-19,9.479363256703865e-19,-8.379757118926217e-17,8.284963486359172e-17,9.479363256703857e-19,-9.479363256703873e-19,0.0,-8.190169853792146e-17,8.284963486359172e-17,-9.479363256703857e-19,0.0,0.0,-8.284963486359198e-17,8.493509478006657e-17,-2.085459916474849e-18,0.0,0.0,-8.284963486359198e-17,8.284963486359146e-17,2.085459916474855e-18,-2.085459916474855e-18,0.0,0.0686157366025977,0.00010573184264456238,0.013487900190155546,0.0271006883450347,0.05704257788753329,0.032947006193661116,0.17535684690414696,0.05414256269250779,0.5532444674568208,0.09149589448906856,0.2125630736549026,-0.03311432376618612,-0.07041130798833133,0.08970867923513001,0.07032598179982545,0.19254977125774758,0.0813758047363464,-0.794692073974065,-0.17662894232569748,-0.3068062139298131,0.06536130313068722,0.20728363103678193,-0.0896906769404856,-0.14477531220919385,-0.1729856430531767,-0.0993013821536752,0.022689818002471673,0.004600336579054034,-0.06878803149203513,-0.0039194386519124345,-0.015626063521079186,-0.01038814367543707,-0.013549785456790227,-0.001645785605282123,0.00498889544832058,-0.005050417957570944,0.0017073081145324862,0.012939115558957546,0.002873803578258242,0.045577908112299705,0.0009407439974952803,0.0015911585349524093,-0.012211469464759907,-0.019330578352235322,-0.011097141000461155,-0.005470621827292391,-0.013145040774429257,-0.002667878362784827,0.00848278623976635,0.0009451748809304354,-0.0014521747609600557,0.006555372749724629,0.014768442425133331,0.0015730326786260935,0.0061694966297573435,-0.02664359148529791,-0.010398539357680108,0.005971336294680277,0.0020044500650566064,-0.017863091784454572,-0.0014228608805700509,-0.0086875190460884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06244274799429578,0.060030552342613765,0.15222034161164327,0.16522167399479631,0.19613207154644038,0.18110592127082084,0.1638795355738217,0.14960484096231758,0.1523020774802068,0.09218629478035828,0.09049961315490565,-0.07737624478325386,-0.10129534787651008,-0.14069449886675356,-0.144752394884164,-0.12192612001133621,-0.16896619471103905,-0.2066580475352989,-0.10304030904848217,-0.09015238235314661,0,0,-0.09137514854450675,-0.07707994216307748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,14.225000000000001,32.025000000000006,41.175,50.325,59.475,68.625,77.775,86.92500000000001,96.075,105.22500000000001,114.375,123.525,132.675,141.825,150.97500000000002,160.125,169.275,178.425,187.57500000000002,196.72500000000002,205.875,215.025,224.175,233.32500000000002,242.47500000000002,251.62500000000003,260.77500000000003,269.925,279.075,288.225,297.375,306.52500000000003,315.675,324.825,333.975,343.125,352.27500000000003,361.425,370.575,379.725,388.875,398.02500000000003,407.175,416.325,425.475,434.625,443.77500000000003,452.925,462.07500000000005,471.225,480.375,489.525,498.675,507.82500000000005,516.975,526.125,535.2750000000001,544.425,553.575,562.725,571.875,581.0250000000001,590.175,599.325,608.475,617.625,626.7750000000001,635.925,645.075,654.225,663.375,672.5250000000001,681.675,690.825,699.975,709.125,718.2750000000001,727.425,736.575,745.725,754.875,764.0250000000001,773.175,782.325,791.475,800.625,809.7750000000001,818.925,828.075,837.225,846.375,855.5250000000001,864.675,873.825,882.975,888.05,889.05,890.05,891.05,892.05","0,9.15,18.3,27.450000000000003,36.6,45.75,54.900000000000006,64.05,73.2,82.35000000000001,91.5,100.65,109.80000000000001,118.95,128.1,137.25,146.4,155.55,164.70000000000002,173.85,183.0,192.15,201.3,210.45000000000002,219.60000000000002,228.75,237.9,247.05,256.2,265.35,274.5,283.65000000000003,292.8,301.95,311.1,320.25,329.40000000000003,338.55,347.7,356.85,366.0,375.15000000000003,384.3,393.45,402.6,411.75,420.90000000000003,430.05,439.20000000000005,448.35,457.5,466.65000000000003,475.8,484.95000000000005,494.1,503.25,512.4,521.5500000000001,530.7,539.85,549.0,558.15,567.3000000000001,576.45,585.6,594.75,603.9,613.0500000000001,622.2,631.35,640.5,649.65,658.8000000000001,667.95,677.1,686.25,695.4,704.5500000000001,713.7,722.85,732.0,741.15,750.3000000000001,759.45,768.6,777.75,786.9,796.0500000000001,805.2,814.35,823.5,832.65,841.8000000000001,850.95,860.1,869.25,878.4000000000001,887.5500000000001,896.7,905.85,915","-0.002158814406862372,-0.0021589367405807362,-0.002159059081458439,-0.0021591814294950372,-0.002159303784691201,-0.002159426147046711,-0.0021595485165614584,-0.0021596708932356684,-0.002159793277069566,-0.0021599156680629315,-0.0021600380662159897,-0.002160160471528966,-0.002160282884001529,-0.0021604053036343492,-0.0021605277304269843,-0.002160650164379548,-0.0021607726054927103,-0.0021608950537658064,-0.002161017509199395,-0.002161139971793146,-0.0021612624415475058,-0.002161384918462366,-0.002161507402537841,-0.0021616298937740443,-0.0021617523921707562,-0.0021618748977286473,-0.002161997410447163,-0.0021621199303268625,-0.0021746941332912513,-0.0021873627395568207,-0.002202592261190832,-0.0022229672803142923,-0.002254271693172782,-0.0022923254990636884,-0.013104594316695058,-0.027862725596651254,-0.08508918847106009,-0.15950609163309493,-0.2726728250148603,-0.39974869497437304,-0.5383966470533459,-0.7075176677364025,-0.9116929908133635,-1.1879483382377003,-1.5490747407226313,-1.7741490624928649,-1.9783881143205193,-2.097284443213809,-2.2532573974159122,-2.5262514721976737,-2.7902715459302616,-2.9829082415704793,-3.0956069262015826,-3.165024722249289,-3.2522680396471175,-3.3500558464961854,-3.411819493049498,-3.470748142412914,-3.4989722895149242,-3.527427886765,-3.5555564215185758,-3.5786609995186316,-3.595134510970989,-3.6212630594408495,-3.652162406785086,-3.6985405984537936,-3.7498740187830477,-3.8482023722997045,-3.960725139152271,-4.099397610758764,-4.229170937103869,-4.323131880367769,-4.421943211484594,-4.528469009156025,-4.614952155301602,-4.69948950607524,-4.798173435778514,-4.906965923593125,-5.022472648699261,-5.17490055242081,-5.414922340670355,-5.867835167496603,-7.251614042461847,-7.649986951053168,-7.649986951053168,-7.650647050218465,-7.651425832608994,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424,-7.6514343405424",0.0793720837351396,539.85,59,0.997765499049514,301.95,33,-2.7902715459302616,0.9978435141570121,-0.002158814406862372,0,0,0.5532444674568208,324.82500000000005,36,"[[0.5532444674568208, 36]]",1,0.0,2.0,0.13245210854800404,251
0,1,practice,practice1,straight,false,0,0,0,0,0,false,1,1101,"0.02049018534000287,0.02006253622270802,0.01963488710541317,0.01920723798811832,0.01877958887082347,0.01835193975352862,0.01792429063623377,0.01749664151893892,0.01706899240164407,0.01664134328434922,0.01621369416705437,0.01578604504975952,0.015358395932464668,0.014930746815169819,0.01450309769787497,0.014075448580580118,0.01364779946328527,0.013220150345990419,0.012792501228695567,0.012364852111400718,0.011937202994105868,0.011509553876811017,0.0029132379341989117,-0.013796271904058285,-0.03479232244660439,-0.05843880304996668,-0.0867923865890573,-0.12029156744382052,-0.23785056837714597,-0.3531535604699833,-0.4595627231851136,-0.5936507250261142,-0.7083071616301555,-0.7899614149636409,-0.8060341356223892,-0.8437928643072283,-0.9212597200338688,-0.9610266858623661,-0.9914116617330353,-1.0111170622358372,-1.0282988828377353,-1.0414966687875684,-1.0493788289886892,-1.0555732332702692,-1.0609461317543212,-1.0651335293611666,-1.0691092863132021,-1.072429315189923,-1.0743998552402032,-1.077889912549964,-1.0818869230561294,-1.0860743206629748,-1.0900711074475178,-1.0935876757695353,-1.095681374572958,-1.0961491764854392,-1.0955474150370441,-1.0936863494340017,-1.088782247180753,-1.0830516178224505,-1.0791105377218901,-1.0764463487812952,-1.0743819575104097,-1.0724114174601294,-1.0704408774098493,-1.0684518803257192,-1.0663581815222967,-1.0657230358362446,-1.0657230358362446,-1.0657230358362446,-1.0657230358362446,-1.0657230358362446,-1.0657230358362446,-1.0657230358362446,-1.0658554790367176,-1.067826019086998,-1.0687656499011642,-1.0687656499011642,-1.0708156111274036,-1.0718082639660835,-1.0718082639660835,-1.0718082639660835,-1.0718082639660835,-1.0718082639660835,-1.0718082639660835,-1.0728552811590117,-1.074825821209292,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003,-1.074850878031003","-0.040685799852181,-0.04032145787430827,-0.03995711589643554,-0.03959277391856281,-0.039228431940690076,-0.038864089962817344,-0.038499747984944606,-0.038135406007071875,-0.03777106402919914,-0.03740672205132641,-0.03704238007345368,-0.03667803809558095,-0.03631369611770822,-0.035949354139835486,-0.035585012161962755,-0.03522067018409002,-0.034856328206217285,-0.034491986228344554,-0.03412764425047182,-0.03376330227259909,-0.03339896029472636,-0.03303461831685363,-0.02859019602169221,-0.018523462237770266,-0.004496248641704509,0.014642421137139577,0.03666849671081286,0.061850956946134045,0.1474612579110728,0.2299819614840165,0.3045220437805672,0.39226770758616875,0.46880591860765825,0.5265996648477204,0.5405226376967176,0.5717506038149622,0.6338253682950291,0.6677935566189893,0.6940162514514971,0.7111403244115155,0.7291781478587284,0.7457333854090715,0.7598355631408514,0.7704867603092296,0.7804220528405819,0.7900543438805921,0.7974688172487424,0.8048373743690068,0.8128957616443097,0.8201774038246156,0.8273285592332208,0.8348203411532288,0.8419710962956632,0.8496153224458878,0.8592476134858982,0.8705421527526133,0.8840452463883771,0.9011693193483955,0.914609228110045,0.9259821623653672,0.9360551464594957,0.944344029868333,0.9512515375406468,0.9562880295877111,0.962023500730862,0.9678031155145707,0.9720841337545753,0.9768914448283808,0.9816205324562236,0.9846424276844622,0.9882773019629338,0.9923227349709459,0.9966037532109505,1.0001151167852707,1.0031370120135092,1.0061589072417478,1.0086538234656068,1.0106684202844325,1.0117584022485688,1.01282865680857,1.013894336898047,1.0149016353074598,1.0159089337168727,1.0169162321262857,1.0179855146113004,1.019022318355594,1.0200296167650067,1.0210369151744196,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777,1.0215977452606777","0,0.05102711605668472,0.05102711605668472,0.05102711605668495,0.051027116056684724,0.051027116056684724,0.0510271160566851,0.05102711605668475,0.05102711605668469,0.05102711605668469,0.05102711605668475,0.05102711605668469,0.05102711605668494,0.05102711605668475,0.05102711605668475,0.051027116056685154,0.05102711605668464,0.051027116056684876,0.05102711605668474,0.05102711605668475,0.05102711605668475,0.05102711605668474,0.8789526888832534,1.7718083565033942,2.2934314604938506,2.7630447793376165,3.2610056838649095,3.806434748169639,13.208700343510863,12.878306042686742,11.800156268328031,14.554618830732418,12.520954396167198,9.08607301241729,1.931386034786331,4.450413778648198,9.01628345638449,4.750191802920482,3.645388353151492,2.3711405593640396,2.2626161391514095,1.9229873901574677,1.4673469828207257,1.1191163411056773,1.0258897834891494,0.9539609866454621,0.7641369631487842,0.7340571459519294,0.7534804947210385,0.7334083444383745,0.7440855243833784,0.7795280846235072,0.7440438762514878,0.7642416077715554,0.895296169900183,1.0267232445307872,1.2276562803868847,1.5644784327489933,1.2994268455296227,1.156688306696967,0.9824269518650868,0.7907829265234954,0.6548042518157826,0.49121347593254705,0.5508211609544559,0.5551577959691967,0.4328404733812971,0.44042575138092566,0.42952657836901526,0.27446823144764704,0.3301429862372069,0.3674326074488683,0.38882999455082656,0.31892493863034876,0.27473171542418845,0.3276670310706153,0.2421427739588281,0.1829788209650913,0.21087410229557754,0.13258197426705334,0.096792015393011,0.09148941048253556,0.09148941048255574,0.09148941048255574,0.0971192084482007,0.13383302579497566,0.20100543626249084,0.09151771197481877,0.050938245800006256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0,0.009269230891314208,0.0,2.1428010239132227e-17,-2.0797774643863632e-17,0.0,3.403272214450412e-17,-3.151177976342974e-17,-5.672120357417357e-18,0.0,5.672120357417357e-18,-5.672120357417357e-18,2.268848142966937e-17,-1.7016361072252073e-17,0.0,3.6553664525578525e-17,-4.663743404987593e-17,2.142801023913224e-17,-1.2604711905371873e-17,1.2604711905371906e-18,0.0,-1.2604711905371906e-18,0.07519759971176813,0.08109497435241976,0.04737721198823392,0.04265334412749921,0.045228056723641545,0.049539424550838325,0.8539750767794033,-0.03000856501581485,-0.09792459349307045,0.2501782527161116,-0.1847106661730446,-0.3119783273160683,-0.6498353294851013,0.2287945271445839,0.41470205973989765,-0.3874742646198013,-0.10034545411162497,-0.11573549444027735,-0.009856895568812914,-0.03084729781961327,-0.041384233182265424,-0.031628577812447496,-0.008467443925206899,-0.00653304240178813,-0.017241055721769125,-0.0027320451586607345,0.001764155201553963,-0.0018230835860730222,0.0009697711121711029,0.0032191244541443093,-0.003222907209084415,0.0018344896930124939,0.011903229984434856,0.011937063999146623,0.018250048669945288,0.030592384410727425,-0.024073713643902643,-0.01296444494392877,-0.015827552664112666,-0.017406360158182706,-0.012350470000700532,-0.014858381097478265,0.005413958675922695,0.0003938814727285014,-0.011109656910799244,0.0006889444141352002,-0.0009899339702007638,-0.014083410256255072,0.005056744304228874,0.003386886576899313,0.0019434502363267995,-0.006349233053631049,-0.004013916730804755,0.004807930576423877,-0.007767870764013375,-0.0053736560393948096,0.0025336313651667815,-0.007111001637468144,-0.003250677463582414,-0.00048161715808132954,1.832725111041075e-15,0.0,0.0005113349650903638,0.0033345883148751133,0.00610103637307132,-0.0099443891269457,-0.0036856917506641732,-0.004626543669392034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1991776147056341,0.18164325391770386,0.15180665927678866,0.18560683273143438,0.14771283101467736,0.08817843367472554,0,-0.13258078360373246,0,-0.10672062466557006,-0.1651412424701924,-0.15364538051473145,-0.10329180855685557,0,0,-0.11954536959247444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,17.015,38.535,49.545,60.555,71.565,82.57499999999999,93.58500000000001,104.595,115.60499999999999,126.615,137.625,148.635,159.64499999999998,170.655,181.665,192.675,203.685,214.695,225.70499999999998,236.715,247.725,258.735,269.745,280.755,291.765,302.775,313.78499999999997,324.79499999999996,335.80499999999995,346.81499999999994,357.82500000000005,368.83500000000004,379.845,390.855,401.865,412.875,423.885,434.895,445.905,456.91499999999996,467.92499999999995,478.93499999999995,489.94500000000005,500.95500000000004,511.96500000000003,522.975,533.985,544.995,556.005,567.015,578.025,589.035,600.045,611.055,622.0649999999999,633.0749999999999,644.0849999999999,655.0949999999999,666.105,677.115,688.125,699.135,710.145,721.155,732.165,743.175,754.1850000000001,765.195,776.205,787.215,798.225,809.235,820.245,831.255,842.265,853.275,864.285,875.295,886.305,897.3149999999999,908.3249999999999,919.3349999999999,930.3449999999999,941.3549999999999,952.365,963.375,974.385,985.395,996.405,1007.4150000000001,1018.4250000000001,1029.435,1040.4450000000002,1051.455,1062.4650000000001,1068.47,1069.47,1070.47,1071.47,1072.47","0,11.01,22.02,33.03,44.04,55.05,66.06,77.07,88.08,99.09,110.1,121.11,132.12,143.13,154.14,165.15,176.16,187.17,198.18,209.19,220.2,231.21,242.22,253.23,264.24,275.25,286.26,297.27,308.28,319.29,330.3,341.31,352.32,363.33,374.34,385.34999999999997,396.36,407.37,418.38,429.39,440.4,451.40999999999997,462.42,473.43,484.44,495.45,506.46,517.47,528.48,539.49,550.5,561.51,572.52,583.53,594.54,605.55,616.56,627.5699999999999,638.58,649.59,660.6,671.61,682.62,693.63,704.64,715.65,726.66,737.67,748.68,759.6899999999999,770.6999999999999,781.71,792.72,803.73,814.74,825.75,836.76,847.77,858.78,869.79,880.8,891.81,902.8199999999999,913.8299999999999,924.84,935.85,946.86,957.87,968.88,979.89,990.9,1001.91,1012.92,1023.93,1034.94,1045.95,1056.96,1067.97,1078.98,1089.99,1101","0.01967204404995219,0.019268541940765535,0.018864739768230505,0.01846063743992009,0.01805623486342356,0.017651531946346513,0.01724652859630876,0.016841224720946298,0.016435620227909863,0.016029715024864957,0.01562350901949168,0.015217002119484124,0.014810194232550635,0.014403085266413415,0.013995675128807923,0.01358796372748313,0.013179950970201132,0.012771636764736092,0.012363021018875608,0.01195410364041944,0.011544884537178236,0.011135363616975775,0.0028311339459098214,-0.013542646419875912,-0.034629217743044984,-0.059267475592144875,-0.089924449092815,-0.12767324365591634,-0.2733497766844866,-0.43706255194846055,-0.6073980100112867,-0.847166013931293,-1.0825041731496532,-1.273964928788337,-1.3181610538920443,-1.4236898831050895,-1.6528649770496957,-1.7827790619582713,-1.884340532985617,-1.9507146201717032,-2.0223269897238967,-2.0907517961798967,-2.1507880688476684,-2.1985441044682235,-2.244856821866675,-2.29124251189223,-2.3287473968743813,-2.3670581295267907,-2.4098125530612,-2.4508681208724625,-2.4930670687230863,-2.5391306526870423,-2.5850256629719857,-2.6360111558810777,-2.7028821623270685,-2.7864054018657116,-2.8958986140292162,-3.054386381770323,-3.19793339705489,-3.3379140200686757,-3.4821471448770063,-3.619582957508945,-3.7510209331357185,-3.859068550721944,-3.9987175100884373,-4.1628071605025925,-4.304439041984175,-4.493095246658556,-4.722041015229908,-4.901654554643704,-5.171724718718078,-5.594979120951922,-6.410565997736322,-7.63323558253047,-7.63329969516928,-7.634253102053889,-7.634707404003667,-7.634707404003667,-7.635697823693267,-7.636177062401684,-7.636177062401684,-7.636177062401684,-7.636177062401684,-7.636177062401684,-7.636177062401684,-7.636682298691096,-7.637632487555623,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158,-7.637644564073158",0.21211558551379694,429.39,39,1.0204901853400028,0,0,-2.4930670687230863,1.0198668137849813,0.01967204404995219,0,0,0.8539750767794033,302.775,28,"[[0.8539750767794033, 28]]",1,2.0,1.0,-0.11618965460017988,235
