Subject,File,Gender,Age,Color,Change,Total.time,Points,Clicker,Handeness,Language,Mobile,Normalized_button,Portrait,Strategy,Touch,User-agent,Window
0,132894575-1503919424.json,f,29,no,yes,13.983333333333333,"[43, 76, 2]",trackpad,right,Spanish,False,"{'y': 0.10949099272612141, 'x': 0.26921082766417076}",False,,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36",945
