Subject,File,Gender,Age,Total.time,Points,Clicker,Handeness,Language,Mobile,Normalized_button,Portrait,Strategy,Touch,User-agent,Window
0,426128502-1483989442.json,m,33,2.066666666666667,"[68, 126, 39]",trackpad,right,English,False,"{'y': 0.1717369970559372, 'x': 0.5}",False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.94",1208
1,448618762-1484163928.json,f,28,1.5333333333333334,"[55, 220, 23]",trackpad,right,Spanish,False,"{'y': 0.18897022169188615, 'x': 0.4998728370707995}",False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",607
2,520749873-1484157538.json,f,28,66.45,"[84, 192, 34]",trackpad,right,Spanish,False,"{'y': 0.18818600428529933, 'x': 0.49999998399173257}",False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",944
3,793223202-1483972839.json,m,33,1.7,"[59, 139, 26]",trackpad,right,English,False,"{'y': 0.17006476373230991, 'x': 0.5}",False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.94",1104
4,86028293-1484171808.json,f,28,2.783333333333333,"[84, 232, 47]",trackpad,right,Spanish,False,"{'y': 0.18897022169188615, 'x': 0.4998728370707995}",False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",944
