Subject,Sentence_Type,Adjective,Polarity,Expected_response,Response,Accuracy,RT,MaxDeviation,MaxDeviation.Time,MaxDeviation.Time.Norm,MaxDeviationBorder,MaxDeviationBorder.Time,MaxDeviationBorder.Time.Norm,MaxRatio,MaxLogRatio,MaxRatio.Time,MaxRatio.Time.Norm,MaxDifference,MaxDifference.Time,MaxDifference.Time.Norm,AccPeak,AccPeak.Time,AccPeak.Time.Norm,Int.Ratio.AccPeak,Int.LogRatio.AccPeak,Int.Difference.AccPeak,Int.X.AccPeak,Local.Maxima.Acc,Len.Local.Maxima,Delay,Ratio.Acc
1,EI,B/S,P,false,true,0,940,0.15610333921608052,0,0,0.9991857780447041,169.20000000000002,18,0.7560579959550136,-0.2796371915187814,0,0,-0.37301589158039006,0,0,0.000328584766864732,216.20000000000002,23,17.120825918644634,-6.809389303262721,-8.901266290284763,0.23204995994106167,"[[0.000328584766864732, 23]]",1,160,-0.5173146310321612
1,EI,F/S,P,false,true,0,932,0.14646461558172275,270.28000000000003,29,0.9409743486860642,186.4,20,0.7167627572965765,-0.3330103755677399,0,0,-0.43015652676628857,0,0,0.00014047517860458082,540.5600000000001,58,21.656553032300863,-79.8927689428791,-59.741321696258716,23.519093490039623,"[[0.0001420216943323382, 22], [0.0002375374514228455, 24], [0.00014047517860458082, 58]]",3,158,-2.574441536849819
1,EI,F/S,P,true,true,1,821,0.23104432280045226,673.22,82,0.8782851170690674,180.62,22,0.6846076248342134,-0.37890941529950173,0,0,-0.4853540925458508,0,0,0.0001336400896340538,238.09000000000003,29,19.331200514457322,-11.811106001433359,-14.726506322845067,3.8864167632524946,"[[0.00021959992181901441, 25], [0.0001336400896340538, 29]]",2,150,-0.645042547314458
1,EI,F/S,N,true,true,1,853,0.10109342863080917,264.43,31,0.9633633599778487,179.13,21,0.7144595852752329,-0.33622884685757853,0,0,-0.4230548925338007,0,0,0.00012188479381350489,298.54999999999995,35,21.078212267916403,-20.215101475661054,-20.66938484243778,4.8620069540603055,"[[0.00010885122015352729, 22], [0.00015333741767715065, 25], [0.00014089117294076748, 28], [0.0001045762959092345, 32], [0.00012188479381350489, 35]]",5,150,-1.9601398333598619
1,EI,B/D,P,false,true,0,833,0.13036690713871815,49.980000000000004,6,1.0484416028866301,224.91,27,0.7623819534201026,-0.27130759767242907,49.980000000000004,6,-0.34940180017426936,49.980000000000004,6,0.0001252131440097817,399.84000000000003,48,29.28128851757336,-30.680708822747697,-29.68784953877328,6.901708821306418,"[[0.00016317048894083392, 31], [0.00011475166697287268, 39], [0.00014167455757382462, 45], [0.0001252131440097817, 48]]",4,47,-2.5554622092809596
1,EI,H/C,N,false,true,0,727,0.16992906495895466,189.01999999999998,26,0.7932068741602861,225.36999999999998,31,0.6504752142744439,-0.43005208433129594,189.01999999999998,26,-0.5553506868805851,189.01999999999998,26,0.00010508551121045029,370.77,51,25.930012388874395,-49.073284682876874,-42.16016034714579,18.275438056443384,"[[0.00016939100579726644, 33], [0.000168679946334714, 36], [0.00018723557252239321, 39], [0.0001309484080452137, 43], [0.00010508551121045029, 51]]",5,190,-3.76444087970963
1,EI,B/D,N,true,true,1,774,0.14551912641591414,0,0,0.8827629193274243,178.02,23,0.6978542246798954,-0.3597450451948439,0,0,-0.47130647317875796,0,0,6.741745146740497e-05,541.8000000000001,70,22.950215432604427,-155.73483689415968,-86.36461425906974,39.24814882339723,"[[0.00012360978381303434, 27], [6.731512180438479e-05, 31], [8.652640375754548e-05, 33], [0.00011968566369198585, 39], [7.038056257921734e-05, 42], [6.741745146740497e-05, 70]]",6,150,-3.1874803400252256
1,EI,F/S,N,false,true,0,987,0.13786677757161486,197.39999999999998,20,1.1290420435370545,227.01,23,0.7692374459730669,-0.26235558474017306,197.39999999999998,20,-0.3145479058064702,197.39999999999998,20,0.0002638206096078138,276.35999999999996,28,21.28717369460484,-7.691870808809056,-9.090037249959266,-3.3935370202273893,"[[0.0002638206096078138, 28]]",1,205,-0.4693849076490312
1,EI,B/D,P,true,true,1,979,0.17308277452078297,215.38,22,1.0260525915948455,244.74999999999997,25,0.7688596389825475,-0.2628468502159524,215.38,22,-0.3520681301187265,215.38,22,0.00013116540131669107,313.28,32,24.094111075360026,-9.139026803653374,-11.919402479245074,-0.328463696730293,"[[0.0001261138397788931, 29], [0.00013116540131669107, 32]]",2,221,-0.6036144040342845
1,EI,B/S,P,true,true,1,796,0.16506278954247514,796,100,0.9633633599778487,159.2,20,0.7136315105900258,-0.33738854147427416,0,0,-0.42377023529368674,0,0,0.0003782643839147914,214.92,27,18.92496318700908,-9.621227158031054,-11.882514996279955,1.3059490123542516,"[[0.0003782643839147914, 27]]",1,159,-0.5791292659404441
1,EI,1,N,true,true,1,943,0.15583247900849,0,0,1.0842640209534853,169.74,18,0.7772127582654732,-0.2520411459349038,0,0,-0.3242244222407782,0,0,0.0001672621110792246,292.33,31,21.271169893663743,-13.394252352289978,-14.247499779393154,0.43173043891084,"[[0.00015260674422161766, 23], [0.00015624848074518666, 25], [0.00021865705442872496, 28], [0.0001672621110792246, 31]]",4,166,-2.033982255179377
1,EI,B/S,N,false,true,0,678,0.13893395489763555,135.6,20,0.9902301735279903,162.72,24,0.7481626121753477,-0.29013492867838925,135.6,20,-0.3832583082648162,135.6,20,0.00013522657007106434,291.54,43,26.56327858605286,-25.230776464030217,-25.854347687565394,6.778856810159107,"[[0.00011470079792238281, 26], [0.00021656429089075916, 30], [0.00011007380182784951, 34], [0.0001609185747012368, 39], [0.00013522657007106434, 43]]",5,139,-2.398718487956151
1,EI,2,P,false,true,0,1027,0.17672295564322818,451.88,44,0.9902301735279903,236.20999999999998,23,0.7346933774862291,-0.308302040298492,0,0,-0.3948981274042307,0,0,0.0002807836390789297,297.83,29,20.94328597974386,-9.482398611756919,-11.921801878200615,0.6279506226234883,"[[0.0002807836390789297, 29]]",1,238,-0.6575227296222715
1,EI,B/S,N,true,true,1,579,0.16633708153530305,579,100,0.9454521509444211,121.59,21,0.7133917134310709,-0.33772462172465206,110.01,19,-0.4313028525715745,110.01,19,0.0006746936877507635,243.18,42,25.58775080443024,-23.225094665844576,-25.53373804390546,7.625313940556543,"[[0.0006746936877507635, 42]]",1,111,-1.8489601317442936
1,EI,L/Q,P,true,true,1,928,0.208894136785976,928,100,0.8917185238441382,157.76,17,0.702363781710037,-0.35330380161534214,139.2,15,-0.46341146894756435,139.2,15,0.00020733358382410953,213.44,23,15.902688271814375,-8.50477341744044,-10.998860800710922,2.729539371894353,"[[0.00020733358382410953, 23]]",1,148,-0.5552342948197386
1,EI,B/S,P,true,true,1,773,0.1460073524728553,773,100,0.9454521509444211,193.25,25,0.7133917134310709,-0.33772462172465206,131.41,17,-0.4313028525715745,131.41,17,0.0003083785334982919,316.93,41,24.79578244989679,-25.14613938296204,-25.338792135021343,7.205812147188291,"[[0.00043690576982484397, 35], [0.000494830082888937, 38], [0.0003083785334982919, 41]]",3,134,-3.3889098060213
1,EI,F/S,P,false,true,0,668,0.1361848942713878,668,100,0.9141075351359227,146.95999999999998,22,0.6902981820452864,-0.37063162684812,0,0,-0.4648116821421886,0,0,0.0002033854218651166,313.96,47,24.093430666255987,-43.43222672732693,-36.70251510592707,12.927846122692198,"[[0.00019668355862480658, 28], [0.00018571687332247542, 34], [0.00015604231309263695, 44], [0.0002033854218651166, 47]]",4,130,-4.1824975952628165
1,EI,L/Q,N,false,true,0,807,0.18750531855946417,161.4,20,1.0708306141784147,185.61,23,0.784026459844378,-0.24331250939973836,161.4,20,-0.32329167412002,161.4,20,0.00017539211264110656,290.52,36,25.171078126297676,-14.659333677780523,-16.08225222257616,0.5710711572670053,"[[0.0003260418844358291, 29], [0.00019591489291969372, 33], [0.00017539211264110656, 36]]",3,166,-1.952049872736561
1,EI,F/S,N,true,true,1,893,0.15837846046459428,151.81,17,0.8245514899687845,196.45999999999998,22,0.6656712289197265,-0.40695938059783787,151.81,17,-0.5266181749666767,151.81,17,0.00011040804729198061,312.55,35,19.81233697394171,-22.398167910459144,-23.77109143180767,8.902364091805888,"[[0.00013241801891910853, 25], [0.00011414368723355471, 28], [8.55609724405112e-05, 30], [0.00011040804729198061, 35]]",4,158,-2.10106280147138
1,EI,L/Q,P,false,true,0,754,0.28549278455106997,633.36,84,0.8782851170690674,203.58,27,0.6854698790609877,-0.3776507210458369,180.96,24,-0.4845661863882138,180.96,24,0.00020235057177364618,316.68,42,25.76505590040546,-21.97172424689886,-25.493856823592726,8.681164520533727,"[[0.00016325037093047206, 32], [0.00018282860099295265, 37], [0.00020235057177364618, 42]]",3,185,-1.553347546374798
1,EI,L/Q,N,true,true,1,663,0.1411714071445393,0,0,0.9364965464277073,185.64,28,0.727019102177856,-0.3188025264460011,0,0,-0.4228209160970047,0,0,0.0005299501703158253,265.2,40,27.0716228269126,-16.308729452506434,-19.851506159281293,4.523548668929057,"[[0.0005146244908976023, 37], [0.0005299501703158253, 40]]",2,166,-1.2550874337783984
1,EI,H/C,N,false,true,0,703,0.15427495752605322,56.24,8,0.8603739080356398,98.42,14,0.6873770760947956,-0.3748722638353216,56.24,8,-0.4905312973967353,56.24,8,0.00023155352080826957,239.02,34,18.182825651935016,-24.2066462195398,-24.714936110857995,9.354264385008202,"[[0.00013795217153465627, 17], [0.00021510162279558446, 20], [0.00023155352080826957, 34]]",3,63,-2.1311814842959764
1,EI,H/C,P,true,true,1,667,0.15439447895736125,460.23,69,0.9141075351359227,180.09,27,0.7013905253122448,-0.3546904496190149,0,0,-0.4549216506411149,0,0,0.0001957999547661668,380.19,57,26.834383184447734,-65.34870161840736,-53.452531805354546,22.796441871729286,"[[0.00022960752911123247, 30], [0.0002137012541003961, 33], [0.0001838118356337042, 39], [0.0002041934354781005, 45], [0.0002910011575039699, 51], [0.0001957999547661668, 57]]",6,153,-2.4151919923812413
1,EI,F/S,P,true,true,1,719,0.20951364844453368,719,100,0.8827629193274243,143.8,20,0.6886352483425247,-0.3730435409728603,0,0,-0.4797468581863209,0,0,0.00013241695606560646,438.59000000000003,61,23.19490195378289,-102.60173702503452,-63.24612668258589,25.740463088581517,"[[0.0002179520298937556, 24], [0.00017762061850010172, 36], [0.00013241695606560646, 61]]",3,118,-3.5115462524952443
1,EI,B/S,P,false,true,0,924,0.11624270355138909,286.44,31,0.9767967667529195,194.04,21,0.7206412092485059,-0.3276138948920885,166.32,18,-0.412285361251284,166.32,18,0.00010935207488467891,314.16,34,20.91506932581727,-18.894728439616557,-19.345186809369448,4.059350851488212,"[[0.000139902474702581, 24], [0.00012207048167582266, 27], [0.00010935207488467891, 34]]",3,173,-2.000342417498166
1,EI,2,P,true,true,1,877,0.11944950800979036,263.09999999999997,30,1.061875009661701,192.94,22,0.7611818520780199,-0.2728829850450581,0,0,-0.3454556239246527,0,0,0.0002294723249898243,271.87,31,22.057047771094997,-11.050098918361348,-12.705299233211324,-0.5514708201641217,"[[0.00022387681954942965, 26], [0.00034363842515301875, 28], [0.0002294723249898243, 31]]",3,166,-1.1781189480928695
1,EI,2,N,false,true,0,664,0.13818849712526188,664,100,1.102175229986913,199.2,30,0.761870566523121,-0.27197859792924733,0,0,-0.33007385249932564,0,0,0.0007876087901354969,265.59999999999997,40,29.196301688588367,-12.896347828055225,-14.982295107103921,-2.56949320862501,"[[0.000674621713536433, 37], [0.0007876087901354969, 40]]",2,174,-0.9934531578077503
1,EI,L/Q,N,false,true,0,640,0.2156499606254126,640,100,1.0081413825614178,172.8,27,0.7518650162002458,-0.2851984708780182,0,0,-0.3732875024154867,0,0,0.0011629057989080002,243.20000000000002,38,26.373529731997966,-14.679026385036991,-17.482556508427287,2.1768152215623378,"[[0.0011629057989080002, 38]]",1,149,-1.4388463870936348
1,EI,B/D,N,true,true,1,1295,0.15176826368763202,0,0,0.9902301735279903,181.29999999999998,14,0.7503205541616805,-0.287254758214608,142.45,11,-0.3814625549347419,142.45,11,0.00025775873313794897,220.14999999999998,17,12.603325379298614,-5.098213690929744,-6.673897004527174,0.30668300439016694,"[[0.00025775873313794897, 17]]",1,150,-0.48921642676950555
1,EI,L/Q,P,true,true,1,577,0.24679180021475156,478.90999999999997,83,0.9767967667529195,155.79,27,0.7238765205670206,-0.3231344528450265,0,0,-0.4095062129538958,0,0,0.0009972728160709975,219.26,38,25.968420532261014,-14.864598695237515,-17.736018038542593,2.441430146412392,"[[0.0007094727978888232, 34], [0.0009972728160709975, 38]]",2,142,-1.0951496988453626
1,EI,H/C,N,true,true,1,3172,0.7433035182172765,1744.6,55,1.7380231506735946,1966.6399999999999,62,0.9722349030674696,-0.028157833896645917,1744.6,55,-0.031083734557983522,1744.6,55,9.538308968273263e-05,2061.7999999999997,65,30.981258145888464,-150.53908261512527,-47.714233468409724,-6.398510024441072,"[[0.0001507793807745701, 8], [0.0001314926853920808, 40], [9.538308968273263e-05, 65]]",3,180,-0.3110563823865263
1,EI,B/D,P,false,true,0,688,0.16037161766885585,688,100,1.0431496952949584,144.48,21,0.7555450489172302,-0.28031587109568795,130.72,19,-0.3570568992608947,130.72,19,0.00041488557985888,233.92,34,23.674211591573727,-12.921972693274311,-14.975672451000708,0.6797200083072178,"[[0.00061702405089273, 31], [0.00041488557985888, 34]]",2,135,-1.177038426741321
1,EI,L/Q,P,false,true,0,588,0.1340840056562089,0,0,0.8864266269607016,58.8,10,0.6948871456743267,-0.36400582692716693,0,0,-0.47247485157053903,0,0,0.00028596264030367484,94.08,16,11.0233467024896,-5.963155403503706,-7.676082514772781,1.8851909661400315,"[[0.00028596264030367484, 16]]",1,62,-0.4391098792641615
1,EI,2,N,true,true,1,1017,0.16447103008210764,1017,100,1.0252384874853289,183.06,18,0.7631392491036971,-0.27031476224733164,0,0,-0.35727416868741835,0,0,0.00018288809629320927,244.07999999999998,24,17.879903407959834,-7.113319937897762,-9.127578320379401,-0.18505099797654767,"[[0.00015179793167700904, 22], [0.00018288809629320927, 24]]",2,177,-0.6077116559781509
1,EI,1,N,false,true,0,927,0.12058718858766386,0,0,0.8729932211034797,166.85999999999999,18,0.6794095960832746,-0.3865310990055711,0,0,-0.4924061544890983,0,0,0.00019362819468039322,213.20999999999998,23,15.399473284329714,-9.243650439453893,-11.621729572802009,3.106137111703881,"[[0.00019362819468039322, 23]]",1,159,-0.5930202997525021
1,EI,1,P,true,true,1,752,0.14948013605836402,511.35999999999996,68,1.0341940913901435,180.48,24,0.7480236088847005,-0.2903207388256698,0,0,-0.36668752637771385,0,0,0.00026209406940478345,315.84,42,26.213826609402382,-23.475991608951762,-24.36313006926818,5.22579716763692,"[[0.00015638543416146458, 26], [0.00014637450401803624, 31], [0.0001500508342966969, 35], [0.00026209406940478345, 42]]",4,158,-2.151607665272481
1,EI,H/C,P,false,true,0,570,0.10656830383857611,85.5,15,0.9446380523419969,108.3,19,0.7187674588233994,-0.3302173966286836,85.5,15,-0.4268995090365595,85.5,15,0.000679629451456099,182.4,32,21.716391547133806,-12.621522112850265,-15.428857993198642,3.024703197512205,"[[0.000679629451456099, 32]]",1,87,-0.9109094693884799
1,EI,L/Q,N,true,true,1,935,0.07818279976917687,458.15,49,0.9983716757708849,187.0,20,0.7295824609005654,-0.3152828798468127,0,0,-0.3960530744202453,0,0,0.00013465894127516538,327.25,35,21.051854314887336,-20.66256564445659,-21.416732634949884,5.420205117048328,"[[0.00021624547591088915, 23], [0.00013465894127516538, 35]]",2,175,-1.805170151455435
2,practice,null,null,null,false,null,1296,0.21338244339116214,622.08,48,0.8413269176039427,596.1600000000001,46,4.034764906230887,1.3949480363890525,816.48,63,0.2787039823761428,596.1600000000001,46,0.00020125180989444215,673.9200000000001,52,64.66536851266827,11.333795727775874,14.164874361421434,-9.04894130965292,"[[0.00011150317533213421, 48], [0.00020125180989444215, 52]]",2,597,0.17881342996298275
2,practice,null,null,null,true,null,869,0.2834772398540121,869,100,0.9866177607693138,278.08,32,0.7046602735280789,-0.3500394738325364,269.39,31,-0.4218084761436376,269.39,31,0.00043824656275594427,338.90999999999997,39,27.129738380374004,-14.20282904283488,-16.945741862178426,0.9287464759266651,"[[0.00043824656275594427, 39]]",1,278,-0.7071095316365331
2,practice,null,null,null,false,null,1220,0.1709486936031993,805.1999999999999,66,1.0049892967123084,622.1999999999999,51,1.3735608483994595,0.31740652728246355,622.1999999999999,51,0.3986960455433439,622.1999999999999,51,0.0001371965123297507,683.1999999999999,56,76.84430761774328,17.71956276429891,22.068968731621393,-0.30126361350495234,"[[0.00017047610669671133, 54], [0.0001371965123297507, 56]]",2,624,0.28673266494404187
2,practice,null,null,null,true,null,976,0.11824347811268679,976,100,1.0537613009163356,204.96,21,0.7511336144825055,-0.2861717276202972,175.68,18,-0.3567173093112006,175.68,18,0.0001202846996350768,312.32,32,21.62601619511944,-13.553750412780095,-14.880452067587225,0.7949099885181946,"[[0.00015275698832678335, 23], [8.06186845387206e-05, 26], [7.795971543508198e-05, 29], [0.0001202846996350768, 32]]",4,180,-1.5170711006629332
2,practice,null,null,null,false,null,1598,0.327283711092228,846.94,53,0.8832916301958313,543.32,34,3.3578219028517413,1.2112925205757583,958.8000000000001,60,0.5397412375003753,783.02,49,0.00010866667737592155,1294.38,81,147.0330210508046,44.07537441703689,25.20018866583885,-25.781538883256047,"[[5.9245788537469295e-05, 44], [6.162571495798974e-05, 50], [6.48507940407914e-05, 58], [0.00010866667737592155, 81]]",4,534,0.39396937935472043
2,practice,null,null,null,true,null,734,0.33189171054908917,499.12,68,1.0076001170652582,176.16,24,0.7542101069277288,-0.282084293388842,154.14,21,-0.37147356205119864,154.14,21,0.00035450537568738644,242.22,33,23.752627552644018,-11.179500813244799,-13.902953838935558,0.9998180103317993,"[[0.0005359934339904032, 30], [0.00035450537568738644, 33]]",2,160,-1.0997716841153742
2,EI,1,N,false,false,1,2266,0.9124176097224013,1608.86,71,1.3109813185629007,1608.86,71,120.01437932628858,4.78761156332235,1790.14,79,1.2905156360500643,1608.86,71,0.0002179449175470423,1858.1200000000001,82,1121.2774333112966,79.5968396949796,32.87889345282106,-17.11623495101703,"[[0.00025835297763250533, 67], [0.0002179449175470423, 82]]",2,759,3.7667700994977342
2,EI,B/D,P,true,true,1,1223,0.0743130969629224,660.4200000000001,54,0.9740283469917472,697.11,57,0.7216805756845732,-0.32617265393346606,660.4200000000001,54,-0.4125065325267936,660.4200000000001,54,0.0002115274257552489,819.4100000000001,67,47.246988450741185,-23.69541696587838,-29.167626295855573,2.808002612833838,"[[0.00012294336301621925, 63], [0.0002115274257552489, 67]]",2,664,-1.0877366237326969
2,EI,B/S,P,false,false,1,1543,0.15764286068472133,1543,100,1.0385610667858194,864.0799999999999,56,1.399816390245517,0.3363410781956919,864.0799999999999,56,0.42390967355087317,864.0799999999999,56,6.633964901500301e-05,987.52,64,89.29364779835764,21.31042198733183,26.431085667722186,0.9844107219771158,"[[0.0001280808149816163, 60], [6.633964901500301e-05, 64]]",2,878,0.25663257359008157
2,EI,B/D,P,true,true,1,1454,0.14308239118576505,697.92,48,0.9908142320285026,581.5999999999999,40,0.7303371823365709,-0.31424895786797735,0,0,-0.3983972034118266,0,0,7.523062155683947e-05,1163.1999999999998,80,35.42438226340751,-145.70397482236456,-77.80540683492518,28.79414206919305,"[[7.413179510175912e-05, 43], [0.00010124870525225543, 49], [7.523062155683947e-05, 80]]",3,588,-4.356073258964126
2,EI,H/C,P,false,false,1,1327,0.07986897139054801,663.5,50,0.988203411675553,676.77,51,1.3597534158123974,0.3073033714063216,690.04,52,0.3854295066547626,690.04,52,8.883008127316038e-05,875.8199999999999,66,89.4819467759288,20.089171000199986,24.819055274705306,-2.14261100142424,"[[0.00011051629829759407, 63], [8.883008127316038e-05, 66]]",2,673,0.2951379777664388
2,EI,F/S,N,true,true,1,1926,0.08688728160587877,1136.3400000000001,59,1.0285824733612023,693.36,36,0.7297567701561528,-0.31504399192725735,0,0,-0.38396428237809066,0,0,8.847853838672323e-05,1059.3000000000002,55,38.59563717289974,-19.949327830070597,-23.534538548972478,0.47720720825368945,"[[8.847853838672323e-05, 55]]",1,668,-1.2554972175517638
2,EI,L/Q,P,false,false,1,3191,0.15668319751353058,2520.89,79,1.051150480563386,2297.52,72,1.3694459464917428,0.3144062394216031,2297.52,72,0.4150657931329893,2297.52,72,0.00010363880042652118,2393.25,75,102.60889113423072,23.50589839013369,30.956853283034214,3.496559212726587,"[[0.00010363880042652118, 75]]",1,2313,0.23891035881770245
2,EI,1,P,true,true,1,1342,0.198070846636681,711.26,53,0.948849519436614,563.64,42,0.7215247866653781,-0.3263885470057403,550.22,41,-0.4227674338221663,550.22,41,6.78713634967083e-05,1087.02,81,35.09732869604875,-169.16793381378693,-81.50861921395928,31.712141831960714,"[[0.00012945092713900622, 45], [9.121607228122799e-05, 48], [6.78713634967083e-05, 81]]",3,561,-4.036323588772281
2,EI,L/Q,N,false,false,1,3435,0.12239632712157303,3194.55,93,0.9672210553796087,961.8000000000001,28,1.4635629395830934,0.38087383243148154,1167.9,34,0.38361520394011217,961.8000000000001,28,5.771698753429955e-05,3091.5,90,125.2230399464556,29.690259114643162,16.61055841201919,-48.54091281329079,"[[4.96029697653869e-05, 32], [5.771698753429955e-05, 90]]",2,985,0.0
2,EI,H/C,N,true,true,1,1678,0.36883242119266585,1224.94,73,1.070547185953091,906.1200000000001,54,0.7214264902956945,-0.326524790510847,687.98,41,-0.41985965882654286,738.32,44,0.000259381334365789,1275.2800000000002,76,47.95663637560328,-37.00244170939751,-36.79510894635777,1.7428178958909835,"[[0.000259381334365789, 76]]",1,687,-1.975084498547944
2,EI,2,N,false,false,1,1895,0.1590455278662677,1440.2,76,1.0763293081185192,1231.75,65,3.1188439923679923,1.1374624178969808,1591.8,84,0.4755354263409882,1288.6,68,7.818663339439505e-05,1364.3999999999999,72,104.29757250650734,26.672176620134934,33.017825366455625,5.201024230904857,"[[7.818663339439505e-05, 72]]",1,1153,0.47431791761620345
2,EI,L/Q,N,true,true,1,1662,0.24490997680039564,1096.92,66,1.0957260135082243,1030.44,62,0.7587224253269098,-0.2761192795068343,864.24,52,-0.3349344859690604,864.24,52,7.84490018428372e-05,1146.78,69,49.97058517873628,-23.873873003942705,-26.119826794460895,-4.880339998951786,"[[0.00014075623375916466, 65], [7.84490018428372e-05, 69]]",2,865,-1.9497086987775516
2,EI,L/Q,P,true,true,1,1745,0.32230400377940915,1064.45,61,1.2342095650614568,1029.55,59,0.7861315746373917,-0.2406311028048759,889.9499999999999,51,-0.27572576290682804,977.1999999999999,56,0.00017045871179084722,1081.8999999999999,62,48.17548215280736,-15.751815722759094,-18.66211086912789,-9.289803101832339,"[[0.00017045871179084722, 62]]",1,846,-0.7995313345053469
2,EI,B/S,N,true,true,1,1563,0.1916882478004945,0,0,1.104118956026602,890.9100000000001,57,0.7916852520733442,-0.23359137515389766,0,0,-0.3054776892128128,0,0,0.00013794807468217517,1000.32,64,49.25370328901929,-17.533726432256046,-21.53814672177403,-5.234069514492611,"[[0.0002557874448830883, 62], [0.00013794807468217517, 64]]",2,891,-1.7660636032472128
2,EI,F/S,N,false,false,1,2317,0.1662319304691505,0,0,0.9084704577509646,1390.2,60,1.5626321466306943,0.44637167289589796,1552.39,67,0.3874538335558162,1413.3700000000001,61,8.500832346620995e-05,1482.88,64,84.85913209056622,17.974554326974562,21.332153276789576,-6.623867357288937,"[[8.500832346620995e-05, 64]]",1,797,0.38890357997915964
2,EI,F/S,P,false,false,1,1816,1.6074387759176054,962.48,53,2.1464294792116796,962.48,53,200.78200335206714,5.3022197590603355,780.88,43,2.0,1198.56,66,0.0004173431651450097,1271.2,70,2931.9773604793336,169.11473644422276,98.38178893398104,47.49790568657745,"[[0.0004173431651450097, 70]]",1,299,4.936144187791719
2,EI,F/S,P,true,true,1,1765,0.09897936939378577,1270.8,72,0.9446530481774251,1182.55,67,0.7082822592348319,-0.344912593501041,1129.6,64,-0.43815388891076656,1147.25,65,0.0001095348070405168,1235.5,70,49.27113978677808,-24.62748000656845,-31.089976314677642,4.561840974904944,"[[0.0001095348070405168, 70]]",1,1126,-0.6955009941738649
2,EI,B/D,N,false,true,0,1966,0.141976303187291,1454.84,74,0.9026883355855365,1376.2,70,0.6872951862542136,-0.37499140472864106,0,0,-0.47600429208403083,0,0,0.00013699052797045032,1435.18,73,49.63829671151093,-28.30091172076421,-35.32423682120682,7.882910320949429,"[[0.00013699052797045032, 73]]",1,1282,-1.0292747345163678
2,EI,B/S,N,false,false,1,2471,0.18205355342052978,1556.73,63,0.8707022164182647,1581.44,64,1.4056043308572308,0.3404673390308747,1828.54,74,0.29756191292811796,1581.44,64,3.3440856829535584e-05,1754.41,71,89.66985993864616,16.575269075577626,20.731556968079268,-10.188432863651114,"[[3.980590737800744e-05, 69], [3.3440856829535584e-05, 71]]",2,1571,0.231730479527198
2,EI,B/S,N,false,false,1,2546,0.14051250609148486,1094.78,43,0.9336492853060978,1018.4000000000001,40,1.3013461725359339,0.2633992460245888,1018.4000000000001,40,0.33785133046402116,1018.4000000000001,40,8.238874830726926e-05,1094.78,43,55.927504735140445,11.3026518412438,14.44732145372254,-3.0386434453300524,"[[8.238874830726926e-05, 43]]",1,1022,0.2415169825866746
2,EI,B/S,N,true,true,1,1327,0.34509917949714913,1127.95,85,0.9194742206222919,809.47,61,0.6887604547731624,-0.37286173928624344,729.85,55,-0.4674754684053022,729.85,55,0.00013998163712749674,902.36,68,44.52025110497465,-31.316852454691237,-35.584120307762475,8.221785905641674,"[[0.00026976700738086666, 65], [0.00013998163712749674, 68]]",2,735,-2.902384257115188
2,EI,B/S,P,false,true,0,1390,0.3230737086182347,1098.1000000000001,79,0.8355447954385147,736.7,53,0.67080181334111,-0.3992815457852314,0,0,-0.5168791745782191,0,0,0.00023158674396305142,792.3000000000001,57,38.01068703758198,-23.123127923065038,-29.76927940379669,9.559535601442297,"[[0.00023158674396305142, 57]]",1,727,-0.6957632383116218
2,EI,B/S,P,true,true,1,1342,0.1046156446290373,939.4,70,0.9068848068447254,563.64,42,0.6906287848214961,-0.37015281400651684,0,0,-0.4676078062352613,0,0,0.00021646861346403737,617.32,46,31.38985848327471,-17.640014144409704,-21.959776119846165,4.500906902287871,"[[0.00021646861346403737, 46]]",1,537,-0.7860738370453136
2,EI,H/C,N,false,false,1,2174,0.10311160811416151,0,0,1.1015081356736525,0,0,2.415303656858758,0.881825017029911,1782.6799999999998,82,0.4818448946597773,0,0,0.00014224194603151767,1587.02,73,107.51598044493578,28.26396474384051,34.89313970820859,6.803203107286094,"[[0.00014224194603151767, 73]]",1,1488,0.41133022624215254
2,EI,H/C,P,false,true,0,1556,0.14455766629273173,918.0400000000001,59,1.011796588324447,824.6800000000001,53,0.7467267879442221,-0.29205590647453306,0,0,-0.37629503464552494,0,0,0.00010993235803938876,902.48,58,42.69394701247113,-17.8764198429446,-22.473672021303766,-0.40365123325611163,"[[0.00010993235803938876, 58]]",1,790,-0.773474189077233
2,EI,B/D,N,true,true,1,2393,0.11955011228697476,0,0,0.9866177607693138,1699.03,71,0.7411613467115602,-0.29953693553740796,0,0,-0.39072243207991453,0,0,0.00014940420808202915,1770.82,74,54.41036578322062,-22.86245652788527,-29.467444975393896,1.3312175193454285,"[[0.00014940420808202915, 74]]",1,1683,-0.9288685484983649
2,EI,H/C,P,true,true,1,4678,1.5814938587590892,4023.08,86,2.157433242083007,4023.08,86,1.0,0.0,4023.08,86,0.0,4023.08,86,0.00017368003517345072,4116.64,88,68.2071664469859,-25.30678800688643,-23.529910940868277,-37.24745003338852,"[[9.791023425898346e-05, 51], [0.00017368003517345072, 88]]",2,723,-4.354926026439269
