Subject,Sentence_Type,Adjective,Polarity,Expected_response,Response,Accuracy,RT,MaxDeviation,MaxDeviation.Time,MaxDeviation.Time.Norm,MaxDeviationBorder,MaxDeviationBorder.Time,MaxDeviationBorder.Time.Norm,MaxRatio,MaxLogRatio,MaxRatio.Time,MaxRatio.Time.Norm,MaxDifference,MaxDifference.Time,MaxDifference.Time.Norm,AccPeak,AccPeak.Time,AccPeak.Time.Norm,Int.Ratio.AccPeak,Int.LogRatio.AccPeak,Int.Difference.AccPeak,Int.X.AccPeak,Local.Maxima.Acc,Len.Local.Maxima,Delay,Ratio.Acc
0,EI,L/Q,N,true,true,1,911,0.17422876974764934,282.40999999999997,31,0.9531531531531532,218.64,24,0.7046959651249326,-0.34998882432905043,0,0,-0.43570683531311594,0,0,0.00033570195971195513,282.40999999999997,31,20.46987281575514,-13.520520760200471,-15.249415999331301,2.329191828191827,"[[0.00030462082573066616, 28], [0.00033570195971195513, 31]]",2,204,-1.6352805163274182
0,EI,L/Q,P,false,false,1,985,0.1283510542305211,0,0,1.1081081081081081,285.65,29,1.4694398773043638,0.3848812923306689,384.15,39,0.4715254617111946,295.5,30,0.00013710721020880934,384.15,39,56.269041387157515,14.296509385687509,17.7165606833153,2.629318318318317,"[[0.00010190819023821708, 31], [0.00017286476612921492, 34], [0.00013710721020880934, 39]]",3,290,0.3848812923306689
0,EI,1,N,true,true,1,1027,0.1769255169621387,492.96,48,0.963963963963964,318.37,31,0.7299604105681321,-0.31476497840876283,0,0,-0.40932710017515794,0,0,0.0001507049748825595,400.53,39,27.622480829584106,-13.606010986418731,-17.301163463857243,2.5861712030212023,"[[0.00017353025376887438, 35], [0.0001507049748825595, 39]]",2,315,-0.8022026643628674
0,EI,B/S,N,false,false,1,909,0.1809625156287517,336.33,37,0.9171171171171171,0,0,1.3064969441280443,0.26734946699993883,0,0,0.3343192869463407,0,0,0.000524237184871853,290.88,32,41.777916102098,8.532027102639294,10.622440852656903,-2.8241481953058165,"[[0.000524237184871853, 32]]",1,269,0.24014687661442569
0,EI,B/S,P,false,true,0,980,0.20341231422942596,499.8,51,0.9531531531531532,245.00000000000003,25,0.7202372026590387,-0.32817467309060394,245.00000000000003,25,-0.42216668895400566,245.00000000000003,25,0.00012699079754473333,333.20000000000005,34,23.693177630883874,-12.407876687973705,-15.589625232604266,2.673145145145145,"[[0.00014445932813279746, 29], [0.00012699079754473333, 34]]",2,251,-0.7605374663741509
0,EI,B/D,N,false,false,1,1074,0.15752367343452006,0,0,1.1405405405405404,0,0,1.4607406209074072,0.37894358169409803,0,0,0.49352147960788506,0,0,0.00015073904777721867,386.64,36,51.608034541650134,12.941152765327308,16.339153966126133,2.5220741741741737,"[[0.00020434383177951295, 29], [0.00015073904777721867, 36]]",2,288,0.22105928165891334
0,EI,H/C,N,false,false,1,1185,0.30201890796356123,782.1,66,0.9675675675675676,0,0,1.3660096525992482,0.3118938274481182,0,0,0.3805566505681095,0,0,0.0002451578320830046,580.65,49,66.47741461529753,14.940795979135116,18.035036771987002,-2.7014968434017184,"[[0.00019624850639638107, 46], [0.0002451578320830046, 49]]",2,523,0.20512382203697913
0,EI,B/D,N,true,true,1,971,0.16849156360727274,417.53000000000003,43,0.9351351351351351,203.91000000000003,21,0.7161818208903254,-0.3338212044677854,0,0,-0.4330449255062361,0,0,7.625723096306202e-05,368.98,38,23.094844504843586,-21.075378462170356,-23.871891702565794,8.067043673543676,"[[0.00010921562911771221, 24], [8.834022999720035e-05, 27], [7.672804040378102e-05, 32], [7.625723096306202e-05, 38]]",4,201,-1.6838746401575773
0,EI,B/S,P,false,true,0,949,0.1545187467057501,0,0,1.1081081081081081,189.8,20,0.7796445807837583,-0.24891712880749323,0,0,-0.31383938594672944,0,0,0.00012091176546912211,265.72,28,21.18119878525524,-7.886748931775493,-9.664626883164576,-2.193797839397839,"[[0.00015278332757438377, 25], [0.00012091176546912211, 28]]",2,195,-0.6039286926160058
0,EI,F/S,N,true,false,0,1041,0.1597959875297747,395.58,38,0.8594594594594595,0,0,1.281787839082562,0.2482558526678569,260.25,25,0.3008888604819826,0,0,7.369776240873904e-05,333.12,32,40.90922047995938,7.859346514002168,9.308097935253961,-5.393149495360022,"[[0.00012222047993984983, 27], [0.00011773768303595816, 29], [7.369776240873904e-05, 32]]",3,266,0.2141961843153346
0,EI,L/Q,N,false,false,1,1821,0.30950515612189283,1311.1200000000001,72,0.8342342342342343,200.31,11,1.2682467022379666,0.2376353972152471,200.31,11,0.2868864652840042,200.31,11,0.00023399090162739883,1311.1200000000001,72,78.06632683763092,5.47776821015436,6.016158641688779,-58.681081831181864,"[[0.0001857310847157478, 16], [0.00012104712076757047, 60], [0.00023399090162739883, 72]]",3,217,0.07693160114454498
0,EI,2,P,false,true,0,1243,0.16206653639563373,1006.8299999999999,81,0.9963963963963964,211.31,17,0.7253196656876044,-0.3211428031135248,198.88,16,-0.40044346388779606,198.88,16,0.00014627432592817524,261.03,21,15.07955886034324,-6.964653120270848,-8.62104970664886,0.265151151151151,"[[0.00014627432592817524, 21]]",1,210,-0.4909367505565155
0,EI,B/D,P,true,true,1,885,0.10070771454553648,0,0,0.9351351351351351,185.85,21,0.7111134644879091,-0.34092327753994717,0,0,-0.43754098858453205,0,0,0.0002381167595505746,238.95,27,18.868959930816832,-9.699088638872468,-12.294379349330754,2.158368368368368,"[[0.00012724588995775436, 23], [0.0002381167595505746, 27]]",2,182,-0.5658130055975171
0,EI,L/Q,P,true,false,0,968,0.21741617941798888,338.8,35,0.9531531531531532,0,0,1.3340205147504378,0.28819732574882756,242.0,25,0.3602111246983708,0,0,0.0005926930640946291,261.36,27,35.97501332810041,7.748384447927454,9.609783811181632,-1.5485637895960478,"[[0.0005926930640946291, 27]]",1,248,0.2557684555218183
0,EI,F/S,N,false,false,1,865,0.060348157307048476,0,0,1.0108108108108107,216.25,25,1.4663228460884,0.38275780165316536,484.40000000000003,56,0.4054124539173891,216.25,25,0.00030526401270495446,268.15000000000003,31,42.88325965267989,10.059301233020486,12.429402575810109,-0.0059859697359699315,"[[0.00030526401270495446, 31]]",1,217,0.32952190784581276
0,EI,B/D,P,false,true,0,884,0.18648795834633794,654.16,74,1.0036036036036036,176.8,20,0.7340526182447152,-0.3091745659551095,0,0,-0.39021042852965016,0,0,0.0002644635995713983,229.84,26,18.90026565352305,-8.301341068451721,-10.420215451846842,0.18177477477477472,"[[0.00015102324125480898, 23], [0.0002644635995713983, 26]]",2,185,-0.4570077721381201
0,EI,B/D,P,true,true,1,1325,0.11326497388325853,954.0,72,0.9927927927927928,198.75,15,0.7365073525984573,-0.3058360599677664,0,0,-0.39234196422537626,0,0,6.077276992193355e-05,357.75,27,17.085293577059954,-13.680746329606427,-15.334501324624586,3.891818068068068,"[[0.00012144576046320436, 18], [6.077276992193355e-05, 27]]",2,194,-1.6216083748311352
0,EI,L/Q,N,false,false,1,900,0.12594626472249476,306.0,34,0.9531531531531532,171.0,19,14.955276937146387,2.705064209940972,342.0,38,0.3744186960038667,171.0,19,0.00016961405850294734,270.0,30,41.42603109643729,9.66741546449515,10.744066584926742,-2.964189189189189,"[[0.0002697141586030474, 27], [0.00016961405850294734, 30]]",2,177,0.46674727722947396
0,EI,B/S,N,true,true,1,903,0.14715788835859267,0,0,1.0972972972972972,0,0,0.7759427025867542,-0.25367659839773377,0,0,-0.32063417818000084,0,0,0.00020166191069381952,261.87,29,22.38229753514167,-7.514621822811405,-9.478987740929304,-2.5971238938053105,"[[0.00010388406856515142, 27], [0.00020166191069381952, 29]]",2,226,-0.3396628657223956
0,EI,B/D,P,false,true,0,1670,0.1403467769852769,1035.3999999999999,62,0.9675675675675676,668.0,40,0.7199989300185456,-0.32850555305849355,668.0,40,-0.416559838164559,668.0,40,0.00014226607507112344,718.1,43,30.821980886587692,-14.330581350206867,-18.127749686502423,1.605364273364274,"[[0.00014226607507112344, 43]]",1,676,-0.5295998713370617
0,EI,H/C,P,true,false,0,1323,0.16251435351690802,859.95,65,0.9855855855855856,396.90000000000003,30,1.3677993335653267,0.3132031224506584,502.74,38,0.37628585308448614,410.13,31,7.101339050932534e-05,568.89,43,57.755777134747824,12.685008242444447,14.964184671466803,-3.86885925925926,"[[0.00012653419812873822, 33], [7.101339050932534e-05, 43]]",2,410,0.2612544283527439
0,EI,H/C,N,true,true,1,1086,0.19985748733978592,597.3,55,1.0108108108108107,0,0,0.7334111465469196,-0.3100488250053759,0,0,-0.38792660199508355,0,0,0.00010527824086628776,390.96,36,25.637866075604187,-12.351622032973964,-15.15647796403267,0.7217505153981927,"[[0.00016993368823392502, 32], [0.00010527824086628776, 36]]",2,323,-0.7879511488306171
0,EI,L/Q,P,true,true,1,1203,0.07562839096173506,541.35,45,0.9531531531531532,553.38,46,0.711299168018729,-0.34066216690632234,541.35,45,-0.4299759823478384,541.35,45,0.00014344538528675,601.5,50,35.368970231552055,-17.325608863208778,-21.784240464949853,2.593004075504074,"[[0.00014344538528675, 50]]",1,548,-0.5389971367604406
0,EI,B/S,N,false,true,0,887,0.1757555852396401,647.51,73,0.8594594594594595,186.26999999999998,21,0.6892080054299449,-0.3722121588561461,0,0,-0.4892198535003265,0,0,0.0002498816032394522,274.96999999999997,31,20.215466553814302,-13.548229841784547,-16.960495830977038,5.635481695981694,"[[0.0003566783650899838, 28], [0.0002498816032394522, 31]]",2,184,-1.0424121320151738
0,EI,1,N,false,false,1,1186,0.1578091034205572,0,0,1.1477477477477478,0,0,3.007600289887639,1.1011425149067677,842.06,71,0.5038136420245529,0,0,0.00013222203318009076,403.24,34,49.84986544174044,13.006864178419884,16.56059715006237,4.0604646812492975,"[[0.00014253893504553687, 31], [0.00013222203318009076, 34]]",2,338,0.3157984784499555
0,EI,B/D,N,true,true,1,884,0.2740481088601246,592.28,67,0.9423423423423424,176.8,20,0.719169897545151,-0.3296576521718383,0,0,-0.4274718771216315,0,0,0.00021440249680867196,274.04,31,20.475737833785647,-13.514332750117598,-16.406572282416192,4.364285462085462,"[[0.0003684063106474602, 25], [0.00021440249680867196, 31]]",2,176,-1.2906136712022378
0,EI,F/S,P,false,false,1,953,0.1188077843428956,505.09,53,1.0144144144144145,219.19,23,1.3989148603826653,0.33569683634944053,238.24999999999997,25,0.41190484428783525,228.71999999999997,24,0.0002467759338699822,295.43,31,43.138328233109775,10.242647605943079,12.32638713560254,-0.5575205634205632,"[[0.0003072029725586354, 28], [0.0002467759338699822, 31]]",2,225,0.3014330209718211
0,EI,B/D,N,false,true,0,943,0.16993004151107813,943,100,0.9567567567567568,188.6,20,0.7072514537164842,-0.3463690133533198,188.6,20,-0.43200045933098274,188.6,20,0.00020783809688829552,254.60999999999999,27,18.631453992481436,-10.071573162351754,-12.42066839381797,1.8974334334334337,"[[0.00014005265627702095, 22], [0.00020783809688829552, 27]]",2,192,-0.6736696388282072
0,EI,B/S,P,true,true,1,953,0.2124971242140121,953,100,1.072072072072072,200.13,21,0.7384492599810583,-0.3032028862349617,0,0,-0.35992433651754374,0,0,0.00013736974887987394,381.2,40,22.99576646431786,-28.45477805637776,-26.79018885692815,6.609486147186145,"[[0.00012902832352980941, 23], [0.00021069087770694963, 26], [0.00010583039379274557, 29], [0.00013736974887987394, 40]]",4,193,-2.7961736485804933
0,EI,F/S,N,true,true,1,1218,0.332251351971478,925.68,76,0.9675675675675676,0,0,0.7394321181335708,-0.3018727953197251,0,0,-0.3995934287379834,0,0,0.00010520836270874783,621.18,51,36.182532114411124,-17.94216907608575,-23.03198776385234,4.103078682903067,"[[0.00018937944310233457, 47], [0.00010520836270874783, 51]]",2,529,-1.173048897121601
0,EI,H/C,P,true,false,0,1342,0.28636151847292934,603.9,45,1.0792792792792794,241.56,18,1.4640669379148192,0.3812181371132848,308.66,23,0.45201862522814906,254.98,19,0.00020683172817252107,335.5,25,35.65376488076533,8.873196608333927,10.723665670355448,0.6190602888602886,"[[0.00025994428159046646, 22], [0.00020683172817252107, 25]]",2,248,0.34664354984722984
0,EI,F/S,P,true,true,1,984,0.17541401952793265,501.84,51,1.0072072072072071,285.36,29,0.7431277509221136,-0.2968873097143532,0,0,-0.3811119805410932,0,0,6.888614860060368e-05,432.96,44,29.70052191358727,-18.484472748514648,-21.8566755800613,3.901304993304993,"[[0.00011652021037968552, 34], [0.00010322825776590039, 36], [7.451012143985931e-05, 41], [6.888614860060368e-05, 44]]",4,282,-1.3583236567764476
0,EI,B/S,N,true,false,0,802,0.11853614388653204,0,0,1.09009009009009,192.48,24,1.4257123527046276,0.3546715854487427,208.51999999999998,26,0.4559605684773347,192.48,24,0.0004338533327780873,272.68,34,48.31829435391487,11.948963598148918,14.936933498663842,1.7985169455169459,"[[0.00045156816569929674, 31], [0.0004338533327780873, 34]]",2,194,0.3359499689055346
1,practice,null,null,null,true,null,1026,0.2273886299300047,389.88,38,0.9230631396526365,164.16,16,0.7188328894076923,-0.3301263691266125,0,0,-0.4355677064988579,0,0,0.00034171652191304603,246.24,24,16.621299589762806,-8.922821428392185,-11.451700269271907,2.699199106946564,"[[0.00019602786705336903, 22], [0.00034171652191304603, 24]]",2,168,-0.8462465511551678
1,practice,null,null,null,true,null,896,0.11753438697663258,896,100,0.9678411622362056,0,0,0.704993920956821,-0.34956609896332685,0,0,-0.429339257378029,0,0,0.00014948020533218828,286.72,32,17.692367034216964,-21.590862092726283,-22.962693651746935,8.30670879911336,"[[0.0001911483047114406, 17], [0.0002530844894383588, 22], [0.00014948020533218828, 32]]",3,136,-1.8483694615277295
1,practice,null,null,null,true,null,629,0.15481237116500018,629,100,1.0126191848197748,0,0,0.7375939384127722,-0.3043618247605433,0,0,-0.3837050099293766,0,0,0.00032722710182904143,232.73,37,25.162773570294046,-14.851464627843628,-17.247216622913502,1.867435645983666,"[[0.000637335967894439, 33], [0.00032722710182904143, 37]]",2,148,-1.169799916502404
1,practice,null,null,null,true,null,940,0.08723224905306556,357.2,38,1.0215747893364886,159.8,17,0.722850150390174,-0.3245533391760036,0,0,-0.3924291010380845,0,0,0.00026469579814908807,282.0,30,18.33599720935994,-17.139330452877036,-17.254951581753435,3.2072485038989718,"[[0.000501971826438632, 24], [0.00026469579814908807, 30]]",2,159,-2.0211402447896414
1,practice,null,null,null,true,null,929,0.11490743333374637,613.14,66,1.0663528119200578,130.06,14,0.7468366706175428,-0.2919087648544177,0,0,-0.35543242339156267,0,0,0.00017796213327251302,222.95999999999998,24,16.5737035938613,-9.268435872562275,-10.462854290647998,-0.0311865754072585,"[[0.00028062760592936016, 21], [0.00017796213327251302, 24]]",2,136,-1.1515089677904073
1,practice,null,null,null,true,null,617,0.22727412707574846,617,100,0.8200736877104275,148.07999999999998,24,0.6755392482211218,-0.3922440207958634,0,0,-0.519228674423351,0,0,0.00034228476714111836,283.82,46,25.37339350343747,-34.17696824612718,-34.240917823599844,14.45007415703032,"[[0.0002874415821370796, 34], [0.0005487877548772463, 36], [0.0003064935764680426, 40], [0.00034228476714111836, 46]]",4,152,-3.8398117445026556
1,EI,F/S,N,false,true,0,599,0.07708094331511771,0,0,0.9320187441693504,137.77,23,0.698012799243653,-0.35951783936259496,0,0,-0.4503886306598217,0,0,0.00041727081100416077,257.57,43,25.61359213686481,-26.089483459395915,-26.866586769892272,7.842885509582311,"[[0.0003467630641459497, 33], [0.0006426668026990286, 36], [0.00041727081100416077, 43]]",3,143,-2.6006740500932573
1,EI,B/S,N,false,true,0,545,0.09527139132991985,125.35000000000001,23,0.9499299532027781,141.70000000000002,26,0.7173112035703716,-0.33224549688574756,125.35000000000001,23,-0.42603773508699816,125.35000000000001,23,0.0007142021108986071,218.0,40,26.83627723235878,-16.499259190569887,-19.709314473198962,3.873755148411364,"[[0.0004923095025653305, 36], [0.0007142021108986071, 40]]",2,128,-1.1628903956767034
1,EI,H/C,P,true,true,1,607,0.2540604741584825,607,100,1.0842640209534853,157.82,26,0.7547410042241344,-0.2813806293477902,0,0,-0.34235465580063296,0,0,0.0005043541812348834,279.22,46,28.032821925225427,-35.78747541839958,-27.395281973988883,4.022403164696745,"[[0.00042758340171171754, 34], [0.00025658259400774646, 43], [0.0005043541812348834, 46]]",3,159,-5.292497217308408
1,EI,1,P,false,true,0,557,0.17090108355905745,557,100,0.8827629193274243,150.39000000000001,27,0.6763992817087028,-0.39097172389100365,133.68,24,-0.490864186137169,133.68,24,0.0005836574006613043,267.36,48,27.040166099601443,-33.15887210911503,-33.57544998909362,12.07786752066158,"[[0.0007425742748323542, 36], [0.0009082823582710132, 39], [0.0005355519278036544, 44], [0.0005836574006613043, 48]]",4,139,-2.8151264104586557
1,EI,H/C,N,true,true,1,990,0.13881504677504555,0,0,0.8872407215857813,138.6,14,0.6976426948180221,-0.36004820582606845,0,0,-0.4696110557736244,0,0,0.0001294742552511488,247.5,25,15.42683713949179,-13.351400303758112,-14.862052764373326,4.697603917471806,"[[0.00023728788367861686, 20], [0.00025270731294293114, 22], [0.0001294742552511488, 25]]",3,140,-2.003984346303854
1,EI,B/D,P,true,true,1,606,0.14527135963321688,0,0,1.1111308345036268,193.92,32,0.7759922065261448,-0.2536128019857623,0,0,-0.3156813151565496,0,0,0.0006832795370080154,248.45999999999998,41,31.205365419362813,-11.251289885818034,-13.695955977286799,-3.9045257422544077,"[[0.0006832795370080154, 41]]",1,186,-0.6024772500783202
1,EI,B/D,N,false,true,0,1394,0.19927336174933208,710.9399999999999,51,0.9767967667529195,139.4,10,0.7386135825188301,-0.3029803871865506,0,0,-0.39673624448054934,0,0,0.00019623187439734468,223.04,16,11.1067211675886,-6.013228640982925,-7.3947444852577675,1.1842521714145176,"[[0.00018750295963248102, 14], [0.00019623187439734468, 16]]",2,141,-1.0360564072170868
1,EI,B/S,N,true,true,1,1188,0.1811799332273184,0,0,0.8648517102939967,261.36,22,0.7026837177702442,-0.35284839200697654,0,0,-0.4743456851545782,0,0,0.000268570923297165,332.64000000000004,28,19.18441439987131,-10.686157783883289,-13.894295411745976,4.086470931241059,"[[0.000268570923297165, 28]]",1,254,-0.9080323255904569
1,EI,H/C,P,false,true,0,597,0.2192232994455399,0,0,1.1738200661206237,173.13,29,0.8081411557957332,-0.21301853795192305,0,0,-0.2691221160569379,0,0,0.0006699685009767227,274.62,46,33.61755774805026,-16.0395539335963,-17.430308110729747,-3.886020383590949,"[[0.0006420741796858812, 38], [0.0006699685009767227, 46]]",2,168,-1.578807174954833
1,EI,B/D,N,false,true,0,988,0.15914634255320417,988,100,0.9678411622362056,207.48000000000002,21,0.7151457572640397,-0.3352689007506619,0,0,-0.420636897025356,0,0,0.00013643748553929822,286.52000000000004,29,19.90120446745115,-11.080910557605225,-13.42066012566098,1.8940160274607418,"[[0.00019063239454073934, 27], [0.00013643748553929822, 29]]",2,202,-0.8925346198065132
